domain,task,encoder,num_samples,train_size,val_size,test_size,num_classes,min_class_frac,task_type,source,knn_accuracy,linear_accuracy,mlp_accuracy,tabicl_zeroshot_accuracy,xgboost_accuracy,knn_auroc,linear_auroc,mlp_auroc,tabicl_zeroshot_auroc,xgboost_auroc
proteins,prot_cloning_stage,esm2_150m,8000,4800,1600,1600,2,0.3944,binary,HuggingFace (proteinglm/cloning_clf),0.65375,0.678125,0.7225,0.705625,0.699375,0.6804178339948875,0.7227082341819872,0.7669955629261463,0.7304489900055443,0.7255719703846173
proteins,prot_cloning_stage,esm2_650m,8000,4800,1600,1600,2,0.3944,binary,HuggingFace (proteinglm/cloning_clf),0.628125,0.6825,0.715625,0.6825,0.69875,0.6617029662811826,0.7318800403637976,0.7551333820708198,0.7092645382450252,0.7304964191031321
proteins,prot_cloning_stage,prot_bert,8000,4800,1600,1600,2,0.3944,binary,HuggingFace (proteinglm/cloning_clf),0.620625,0.650625,0.7,0.684375,0.68125,0.6581727694831373,0.6954266901522473,0.744067682957744,0.7109147437438567,0.7163723609387037
proteins,prot_deeploc_binary,ankh_base,1500,1052,224,224,2,0.3747,,HuggingFace (SaProtHub/Dataset-Binary_Localization-DeepLoc),0.9330357142857143,0.9330357142857143,0.9553571428571429,0.9464285714285714,0.9419642857142857,0.9897108843537414,0.9761054421768708,0.9889455782312925,0.987797619047619,0.9877551020408164
proteins,prot_deeploc_binary,esm2_150m,1500,1052,224,224,2,0.3747,,HuggingFace (SaProtHub/Dataset-Binary_Localization-DeepLoc),0.90625,0.9508928571428571,0.9508928571428571,0.9598214285714286,0.9464285714285714,0.9698129251700681,0.9842687074829932,0.9905612244897959,0.990561224489796,0.9885204081632654
proteins,prot_deeploc_binary,esm2_650m,1500,1052,224,224,2,0.3747,,HuggingFace (SaProtHub/Dataset-Binary_Localization-DeepLoc),0.9151785714285714,0.9464285714285714,0.9375,0.9419642857142857,0.9330357142857143,0.9799319727891156,0.9812925170068028,0.9835034013605443,0.991624149659864,0.9861394557823129
proteins,prot_deeploc_binary,prot_bert,1500,1052,224,224,2,0.3747,,HuggingFace (SaProtHub/Dataset-Binary_Localization-DeepLoc),0.9017857142857143,0.9285714285714286,0.9330357142857143,0.9508928571428571,0.9241071428571429,0.9732993197278911,0.9797619047619047,0.9823979591836736,0.9806972789115647,0.9770408163265306
proteins,prot_deeploc_multi,ankh_base,1500,1056,222,222,10,0.01,,HuggingFace (SaProtHub/Dataset-Subcellular_Localization-DeepLoc),0.8288288288288288,0.7927927927927928,0.8243243243243243,0.8198198198198198,0.8063063063063063,0.9233578211591091,0.9574598335954038,0.9703554705440487,0.9551177106242152,0.9464353737632566
proteins,prot_deeploc_multi,esm2_150m,1500,1056,222,222,10,0.01,,HuggingFace (SaProtHub/Dataset-Subcellular_Localization-DeepLoc),0.7972972972972973,0.7972972972972973,0.8243243243243243,0.8243243243243243,0.8063063063063063,0.9250839532182633,0.9554802439634409,0.9531950872785331,0.9671781136295085,0.9386597187150298
proteins,prot_deeploc_multi,esm2_650m,1500,1056,222,222,10,0.01,,HuggingFace (SaProtHub/Dataset-Subcellular_Localization-DeepLoc),0.8108108108108109,0.8333333333333334,0.8108108108108109,0.8288288288288288,0.8198198198198198,0.9226176770190164,0.9628388873092073,0.9709592141388178,0.9747931595391396,0.9712646913128765
proteins,prot_deeploc_multi,prot_bert,1500,1056,222,222,10,0.01,,HuggingFace (SaProtHub/Dataset-Subcellular_Localization-DeepLoc),0.7837837837837838,0.7657657657657657,0.7792792792792793,0.7792792792792793,0.7387387387387387,0.8844095410227155,0.9414096691561168,0.9467091439200356,0.9414857277728872,0.9312381694610133
proteins,prot_hemolytic_peptide,ankh_base,4611,2766,922,923,2,0.2065,binary,HuggingFace (jablonkagroup/peptides_hemolytic),0.7627302275189599,0.7258938244853738,0.7735644637053087,0.7887323943661971,0.781148429035753,0.6430599662403799,0.644923182559437,0.6956269848081711,0.7141053700683775,0.6812219265871312
proteins,prot_hemolytic_peptide,esm2_150m,4611,2766,922,923,2,0.2065,binary,HuggingFace (jablonkagroup/peptides_hemolytic),0.7789815817984832,0.7226435536294691,0.7930660888407367,0.7887323943661971,0.7854821235102926,0.6498834148713987,0.6411073441478556,0.7069135696506738,0.7209466998540895,0.6553729293622864
proteins,prot_hemolytic_peptide,esm2_650m,4611,2766,922,923,2,0.2065,binary,HuggingFace (jablonkagroup/peptides_hemolytic),0.7735644637053087,0.7172264355362947,0.781148429035753,0.789815817984832,0.7800650054171181,0.6265914227677166,0.6419084198781221,0.7075823248362085,0.6934919749377736,0.6840399965668182
proteins,prot_hemolytic_peptide,prot_bert,4611,2766,922,923,2,0.2065,binary,HuggingFace (jablonkagroup/peptides_hemolytic),0.7551462621885157,0.7248104008667389,0.7746478873239436,0.7908992416034669,0.781148429035753,0.6294988985208708,0.6322418676508454,0.6757431407890595,0.6681901410465482,0.6496795697078934
proteins,prot_material_production,ankh_base,8000,4800,1600,1600,2,0.2999,binary,HuggingFace (proteinglm/material_production),0.75625,0.719375,0.760625,0.755625,0.769375,0.7797243364949651,0.737678295735801,0.8193102266653506,0.8118860099188207,0.8114194938533483
proteins,prot_material_production,esm2_150m,8000,4800,1600,1600,2,0.2999,binary,HuggingFace (proteinglm/material_production),0.75,0.734375,0.7725,0.75875,0.765625,0.7692756802660912,0.7661441562577403,0.8275436299605743,0.8189824548987912,0.8194564203225945
proteins,prot_material_production,esm2_650m,8000,4800,1600,1600,2,0.2999,binary,HuggingFace (proteinglm/material_production),0.754375,0.723125,0.7675,0.749375,0.7625,0.7781338984913188,0.7614640968863544,0.8397270555107559,0.8043370164202481,0.8270836320836413
proteins,prot_material_production,prot_bert,8000,4800,1600,1600,2,0.2999,binary,HuggingFace (proteinglm/material_production),0.7475,0.731875,0.77125,0.7425,0.7525,0.7554133555820836,0.7626820669734561,0.8198018843151897,0.802271681823007,0.8063315821133457
proteins,prot_metal_ion,ankh_base,1500,1052,224,224,2,0.4707,,HuggingFace (SaProtHub/Dataset-Metal_Ion_Binding),0.7723214285714286,0.7857142857142857,0.7946428571428571,0.8348214285714286,0.8258928571428571,0.8573829531812724,0.8012004801920768,0.8837935174069629,0.8953181272509003,0.8933973589435774
proteins,prot_metal_ion,esm2_150m,1500,1052,224,224,2,0.4707,,HuggingFace (SaProtHub/Dataset-Metal_Ion_Binding),0.7901785714285714,0.8035714285714286,0.7901785714285714,0.8080357142857143,0.75,0.8689475790316126,0.8529011604641856,0.8854741896758703,0.890796318527411,0.8689875950380154
proteins,prot_metal_ion,esm2_650m,1500,1052,224,224,2,0.4707,,HuggingFace (SaProtHub/Dataset-Metal_Ion_Binding),0.7544642857142857,0.7767857142857143,0.7901785714285714,0.78125,0.7991071428571429,0.8482993197278912,0.8385754301720688,0.8706682673069227,0.8814725890356143,0.8761904761904762
proteins,prot_metal_ion,prot_bert,1500,1052,224,224,2,0.4707,,HuggingFace (SaProtHub/Dataset-Metal_Ion_Binding),0.7276785714285714,0.7678571428571429,0.7410714285714286,0.7723214285714286,0.7767857142857143,0.8437775110044017,0.8208883553421369,0.8399359743897559,0.8804721888755502,0.8468987595038016
proteins,prot_nonfouling_peptide,ankh_base,8000,4800,1600,1600,2,0.2097,binary,HuggingFace (jablonkagroup/peptides_nonfouling),0.853125,0.830625,0.860625,0.87125,0.858125,0.9104430417084538,0.8988567046191964,0.9337525809686744,0.9363494779069081,0.9299297976520559
proteins,prot_nonfouling_peptide,esm2_150m,8000,4800,1600,1600,2,0.2097,binary,HuggingFace (jablonkagroup/peptides_nonfouling),0.84,0.84625,0.86375,0.871875,0.8525,0.8993664090614123,0.91843785027432,0.936662143826323,0.9380248952864138,0.9241649460208837
proteins,prot_nonfouling_peptide,esm2_650m,8000,4800,1600,1600,2,0.2097,binary,HuggingFace (jablonkagroup/peptides_nonfouling),0.835625,0.82875,0.86375,0.86625,0.8575,0.8925066367765915,0.9069860185239809,0.9363058226653295,0.9354539555188484,0.9262674768450239
proteins,prot_nonfouling_peptide,prot_bert,8000,4800,1600,1600,2,0.2097,binary,HuggingFace (jablonkagroup/peptides_nonfouling),0.8375,0.829375,0.865,0.863125,0.844375,0.891441212907793,0.8906896348298036,0.9271972155035102,0.9287039112736712,0.9162928440799953
proteins,prot_remote_homology,ankh_base,3000,1800,600,600,7,0.015,multiclass,HuggingFace (proteinea/remote_homology),0.83,0.9083333333333333,0.9083333333333333,0.8966666666666666,0.8266666666666667,0.9014386543943645,0.9497647645559646,0.9514054526445003,0.960760793588651,0.9275496249213402
proteins,prot_remote_homology,esm2_150m,3000,1800,600,600,7,0.015,multiclass,HuggingFace (proteinea/remote_homology),0.735,0.845,0.8483333333333334,0.8466666666666667,0.765,0.8614776005050929,0.955139811947146,0.9573619724303525,0.9778273726638657,0.9104491732963195
proteins,prot_remote_homology,esm2_650m,3000,1800,600,600,7,0.015,multiclass,HuggingFace (proteinea/remote_homology),0.69,0.8633333333333333,0.88,0.8266666666666667,0.75,0.8562358310744959,0.9623724545519691,0.9666336892263435,0.9512056252944913,0.910009155918121
proteins,prot_remote_homology,prot_bert,3000,1800,600,600,7,0.015,multiclass,HuggingFace (proteinea/remote_homology),0.6116666666666667,0.81,0.8283333333333334,0.7516666666666667,0.6733333333333333,0.8123363240166326,0.9444784940426159,0.9534634738024882,0.9223042322456881,0.8896582520937003
proteins,prot_sabdab_chen,ankh_base,2409,1687,361,361,2,0.2001,,Therapeutics Data Commons (Develop),0.850415512465374,0.8559556786703602,0.8698060941828255,0.8753462603878116,0.8725761772853186,0.8385476739715494,0.8722606689734718,0.8952566320645905,0.8910995770857363,0.8939590542099193
proteins,prot_sabdab_chen,esm2_150m,2409,1687,361,361,2,0.2001,,Therapeutics Data Commons (Develop),0.850415512465374,0.8642659279778393,0.8587257617728532,0.8614958448753463,0.8725761772853186,0.8280469050365244,0.8601739715494041,0.8789407920030758,0.894559784698193,0.894127258746636
proteins,prot_sabdab_chen,esm2_650m,2409,1687,361,361,2,0.2001,,Therapeutics Data Commons (Develop),0.8559556786703602,0.8587257617728532,0.8476454293628809,0.850415512465374,0.8614958448753463,0.8427047289504037,0.8535419069588619,0.8786524413687044,0.8738465974625144,0.8917243367935409
proteins,prot_sabdab_chen,prot_bert,2409,1687,361,361,2,0.2001,,Therapeutics Data Commons (Develop),0.8587257617728532,0.8365650969529086,0.8282548476454293,0.850415512465374,0.8587257617728532,0.8314830834294502,0.8574346405228758,0.8599577085736254,0.8791810841983853,0.8866301422529796
proteins,prot_solubility,ankh_base,2500,1500,500,500,2,0.4132,binary,SaProtHub (Dataset-Solubility),0.616,0.636,0.666,0.68,0.654,0.6439716663364375,0.6462585034013605,0.6971798428109108,0.7256208308566144,0.6754837857473086
proteins,prot_solubility,esm2_150m,2500,1500,500,500,2,0.4132,binary,SaProtHub (Dataset-Solubility),0.636,0.58,0.644,0.642,0.622,0.630597384584902,0.6163892741562644,0.663232283204544,0.6544234198533782,0.6451852585694471
proteins,prot_solubility,esm2_650m,2500,1500,500,500,2,0.4132,binary,SaProtHub (Dataset-Solubility),0.598,0.664,0.614,0.64,0.616,0.6241909385113269,0.6725612575127137,0.6520044911168351,0.6679545604649627,0.6567597912951588
proteins,prot_solubility,prot_bert,2500,1500,500,500,2,0.4132,binary,SaProtHub (Dataset-Solubility),0.62,0.622,0.622,0.674,0.644,0.6048725315368866,0.647562908658609,0.6523182088369328,0.6900881711908065,0.6421471501221848
proteins,prot_sorting_signal,ankh_base,1592,954,319,319,9,0.022,multiclass,HuggingFace (AI4Protein/SortingSignal),0.7460815047021944,0.7711598746081505,0.780564263322884,0.7648902821316614,0.7021943573667712,0.9064393749813282,0.9371979041051927,0.9422348959000791,0.9597062395850539,0.9162576278380963
proteins,prot_sorting_signal,esm2_150m,1592,954,319,319,9,0.022,multiclass,HuggingFace (AI4Protein/SortingSignal),0.7335423197492164,0.786833855799373,0.8119122257053292,0.7962382445141066,0.7711598746081505,0.9134251278962225,0.945441014964622,0.9504647581274158,0.9658931387171921,0.9239809677185915
proteins,prot_sorting_signal,esm2_650m,1592,954,319,319,9,0.022,multiclass,HuggingFace (AI4Protein/SortingSignal),0.7241379310344828,0.8025078369905956,0.8056426332288401,0.780564263322884,0.7617554858934169,0.8906532025042547,0.9476052498480991,0.9587103385234373,0.94886969182707,0.9113259355705673
proteins,prot_sorting_signal,prot_bert,1592,954,319,319,9,0.022,multiclass,HuggingFace (AI4Protein/SortingSignal),0.6802507836990596,0.8056426332288401,0.7836990595611285,0.7586206896551724,0.7241379310344828,0.8720318261747335,0.946408801060653,0.9508491601568474,0.9501239885798977,0.9191633575694867
proteins,prot_temperature_stability,ankh_base,8000,4800,1600,1600,2,0.4954,binary,HuggingFace (proteinglm/temperature_stability),0.705,0.881875,0.895625,0.890625,0.878125,0.7739484885988599,0.9478713496349636,0.9590490299029902,0.9537570944594458,0.9474963121312132
proteins,prot_temperature_stability,esm2_150m,8000,4800,1600,1600,2,0.4954,binary,HuggingFace (proteinglm/temperature_stability),0.895,0.920625,0.9225,0.9175,0.913125,0.9550142514251425,0.972294104410441,0.9810887338733874,0.9781462521252126,0.97686799929993
proteins,prot_temperature_stability,esm2_650m,8000,4800,1600,1600,2,0.4954,binary,HuggingFace (proteinglm/temperature_stability),0.91625,0.935625,0.9425,0.938125,0.933125,0.9647019389438944,0.9826654540454046,0.9878862886288629,0.9856821619661966,0.983040491549155
proteins,prot_temperature_stability,prot_bert,8000,4800,1600,1600,2,0.4954,binary,HuggingFace (proteinglm/temperature_stability),0.8825,0.913125,0.925625,0.914375,0.92,0.9399861861186118,0.9732707645764577,0.9797526627662766,0.9739591146614661,0.9759804105410541
proteins,prot_toxin_peptide,ankh_base,8386,5031,1677,1678,2,0.4987,binary,HuggingFace (tanthinhdt/toxinpred3),0.8289630512514898,0.801549463647199,0.8438617401668653,0.8557806912991657,0.8450536352800954,0.9095774075636758,0.8772838274967076,0.9228126327393712,0.9277400602627868,0.920928177611849
proteins,prot_toxin_peptide,esm2_150m,8386,5031,1677,1678,2,0.4987,binary,HuggingFace (tanthinhdt/toxinpred3),0.8504171632896305,0.8134684147794994,0.8474374255065554,0.8563766388557806,0.8468414779499404,0.9155596469470123,0.8964650661938837,0.9222777685437347,0.9288453042048992,0.9254940568277226
proteins,prot_toxin_peptide,esm2_650m,8386,5031,1677,1678,2,0.4987,binary,HuggingFace (tanthinhdt/toxinpred3),0.8420738974970202,0.8289630512514898,0.8569725864123957,0.8480333730631704,0.8641239570917759,0.9144821051345542,0.9061281372661834,0.9287245513320463,0.9232935132977325,0.9330588691564489
proteins,prot_toxin_peptide,prot_bert,8386,5031,1677,1678,2,0.4987,binary,HuggingFace (tanthinhdt/toxinpred3),0.7806912991656734,0.7777115613825983,0.8128724672228844,0.801549463647199,0.8087008343265792,0.8678722065243488,0.8568851157167676,0.8936039334182866,0.8852357593295801,0.8912684307951079
text,text_agnews,arctic_embed_m_v2,1500,1054,223,223,4,0.1507,,HuggingFace (ag_news),0.8565022421524664,0.8430493273542601,0.874439461883408,0.8878923766816144,0.8475336322869955,0.9545853715225119,0.955886818185741,0.9720375462857229,0.973441407416267,0.9529732478757844
text,text_agnews,bge_large_en_v1_5,1500,1054,223,223,4,0.1507,,HuggingFace (ag_news),0.874439461883408,0.8699551569506726,0.8968609865470852,0.8923766816143498,0.8565022421524664,0.9525569426413576,0.9534694948563536,0.9698977128664839,0.9715306933261633,0.9601925656664834
text,text_agnews,bge_m3,1500,1054,223,223,4,0.1507,,HuggingFace (ag_news),0.8834080717488789,0.820627802690583,0.8834080717488789,0.874439461883408,0.8654708520179372,0.9472019333868343,0.9526965042281225,0.9612269729818224,0.9686225064294498,0.9613907648210205
text,text_agnews,nomic_embed_v1_5,1500,1054,223,223,4,0.1507,,HuggingFace (ag_news),0.8609865470852018,0.8385650224215246,0.8878923766816144,0.874439461883408,0.820627802690583,0.9534282994237873,0.9571248562565626,0.9740948554677293,0.977880305659854,0.9593529459967748
text,text_financial_phrasebank,arctic_embed_m_v2,2264,1358,453,453,3,0.1338,multiclass,HuggingFace (financial_phrasebank/sentences_allagree),0.8167770419426048,0.8984547461368654,0.8962472406181016,0.8852097130242825,0.8520971302428256,0.9096390266298648,0.9646413918101072,0.9723273102768673,0.9613407192182098,0.9433160980613612
text,text_financial_phrasebank,bge_large_en_v1_5,2264,1358,453,453,3,0.1338,multiclass,HuggingFace (financial_phrasebank/sentences_allagree),0.9094922737306843,0.9161147902869757,0.9359823399558499,0.9271523178807947,0.8609271523178808,0.9635550298333726,0.9829534874760082,0.9865914513827295,0.9740227506172233,0.9596175597302864
text,text_financial_phrasebank,bge_m3,2264,1358,453,453,3,0.1338,multiclass,HuggingFace (financial_phrasebank/sentences_allagree),0.8631346578366446,0.9161147902869757,0.9139072847682119,0.9183222958057395,0.8785871964679912,0.93865881616126,0.9832355773583852,0.9820497861475767,0.9690540073305011,0.9526342213348084
text,text_financial_phrasebank,nomic_embed_v1_5,2264,1358,453,453,3,0.1338,multiclass,HuggingFace (financial_phrasebank/sentences_allagree),0.8830022075055187,0.9359823399558499,0.9293598233995585,0.9028697571743929,0.8719646799116998,0.9446282694839198,0.982236099423201,0.9829133348695418,0.9770033650799297,0.9586409921294002
text,text_imdb,arctic_embed_m_v2,3000,1800,600,600,2,0.1667,binary,HuggingFace (imdb/),0.9216666666666666,0.9433333333333334,0.95,0.9533333333333334,0.93,0.9539099999999999,0.9797399999999999,0.9872,0.98844,0.9779
text,text_imdb,bge_large_en_v1_5,3000,1800,600,600,2,0.1667,binary,HuggingFace (imdb/),0.945,0.9616666666666667,0.9633333333333334,0.955,0.9483333333333334,0.9719800000000001,0.9879800000000001,0.99008,0.98831,0.98614
text,text_imdb,bge_m3,3000,1800,600,600,2,0.1667,binary,HuggingFace (imdb/),0.8916666666666667,0.9233333333333333,0.9283333333333333,0.9316666666666666,0.9233333333333333,0.9300200000000001,0.9600000000000001,0.96694,0.9746600000000001,0.9603
text,text_imdb,nomic_embed_v1_5,3000,1800,600,600,2,0.1667,binary,HuggingFace (imdb/),0.93,0.9383333333333334,0.9433333333333334,0.945,0.9166666666666666,0.95008,0.9715199999999999,0.9730800000000001,0.9795100000000001,0.9602
text,text_rotten_tomatoes,arctic_embed_m_v2,3000,1800,600,600,2,0.4997,binary,HuggingFace (rotten_tomatoes/),0.8016666666666666,0.7966666666666666,0.8366666666666667,0.8416666666666667,0.8333333333333334,0.8774986388737653,0.8911654573939709,0.9309325659173991,0.9277325303614484,0.9107323414704608
text,text_rotten_tomatoes,bge_large_en_v1_5,3000,1800,600,600,2,0.4997,binary,HuggingFace (rotten_tomatoes/),0.865,0.8583333333333333,0.8783333333333333,0.8716666666666667,0.865,0.9157601751130569,0.9272880809786774,0.9405215613506818,0.942593806597851,0.9330325892509916
text,text_rotten_tomatoes,bge_m3,3000,1800,600,600,2,0.4997,binary,HuggingFace (rotten_tomatoes/),0.8183333333333334,0.8083333333333333,0.8466666666666667,0.84,0.8316666666666667,0.8985766508516762,0.883754263936266,0.922788030978122,0.919410215669063,0.9159546217180191
text,text_rotten_tomatoes,nomic_embed_v1_5,3000,1800,600,600,2,0.4997,binary,HuggingFace (rotten_tomatoes/),0.8083333333333333,0.8116666666666666,0.85,0.8416666666666667,0.8333333333333334,0.8704485605395615,0.8860654007266747,0.9120434671496351,0.9080045333837042,0.9015877954199492
text,text_sst2,arctic_embed_m_v2,1500,1052,224,224,2,0.45,,HuggingFace (glue),0.8258928571428571,0.84375,0.8794642857142857,0.8928571428571429,0.8616071428571429,0.9165257989213556,0.9158818320856477,0.9586251308057635,0.9471142236174838,0.9378572003541819
text,text_sst2,bge_large_en_v1_5,1500,1052,224,224,2,0.45,,HuggingFace (glue),0.9419642857142857,0.9285714285714286,0.9330357142857143,0.9330357142857143,0.9151785714285714,0.9745230620623039,0.9813249617644692,0.9814859534733962,0.9772196731868309,0.9697335587217258
text,text_sst2,bge_m3,1500,1052,224,224,2,0.45,,HuggingFace (glue),0.8794642857142857,0.8794642857142857,0.9151785714285714,0.9017857142857143,0.9107142857142857,0.9469934798357884,0.9536343878290269,0.9690090960315544,0.966191741125332,0.966352732834259
text,text_sst2,nomic_embed_v1_5,1500,1052,224,224,2,0.45,,HuggingFace (glue),0.8616071428571429,0.8660714285714286,0.8928571428571429,0.8883928571428571,0.8660714285714286,0.9234484424052161,0.943089430894309,0.9625694276744747,0.9590678580053127,0.9445383562746519
text,text_tweet_emotion,arctic_embed_m_v2,1500,1054,223,223,4,0.0967,,HuggingFace (tweet_eval),0.672645739910314,0.6457399103139013,0.7040358744394619,0.7533632286995515,0.6681614349775785,0.7869389429095814,0.8230289399044118,0.8721802782164009,0.896166524487862,0.849992591524235
text,text_tweet_emotion,bge_large_en_v1_5,1500,1054,223,223,4,0.0967,,HuggingFace (tweet_eval),0.7130044843049327,0.695067264573991,0.7533632286995515,0.757847533632287,0.7533632286995515,0.8446799569476988,0.871977800967088,0.9163618737209324,0.9160950016039352,0.9136939062051531
text,text_tweet_emotion,bge_m3,1500,1054,223,223,4,0.0967,,HuggingFace (tweet_eval),0.6502242152466368,0.672645739910314,0.7219730941704036,0.7354260089686099,0.7399103139013453,0.8096830666711364,0.869680842195478,0.896524420385115,0.8844034635579751,0.8789786755233916
text,text_tweet_emotion,nomic_embed_v1_5,1500,1054,223,223,4,0.0967,,HuggingFace (tweet_eval),0.695067264573991,0.6905829596412556,0.7892376681614349,0.7847533632286996,0.7309417040358744,0.8337012253519286,0.8419946119007543,0.9044371540493563,0.9052150978864291,0.9002841111205575
text,text_tweet_hate,arctic_embed_m_v2,3000,1800,600,600,2,0.42,binary,HuggingFace (tweet_eval/hate),0.71,0.675,0.735,0.7266666666666667,0.7283333333333334,0.7838612935595693,0.7207854406130269,0.8154761904761905,0.808668582375479,0.7964217296113847
text,text_tweet_hate,bge_large_en_v1_5,3000,1800,600,600,2,0.42,binary,HuggingFace (tweet_eval/hate),0.73,0.6916666666666667,0.7583333333333333,0.75,0.7316666666666667,0.7896939427111842,0.767138752052545,0.8312921912059842,0.8107268290457945,0.8081782521437695
text,text_tweet_hate,bge_m3,3000,1800,600,600,2,0.42,binary,HuggingFace (tweet_eval/hate),0.7266666666666667,0.6916666666666667,0.75,0.7333333333333333,0.7283333333333334,0.7912276500638569,0.74826673964605,0.8207443897099069,0.8112513683634374,0.7984286626528005
text,text_tweet_hate,nomic_embed_v1_5,3000,1800,600,600,2,0.42,binary,HuggingFace (tweet_eval/hate),0.735,0.7,0.7483333333333333,0.74,0.7533333333333333,0.8037367724867726,0.7562146506112024,0.8220443349753694,0.8120552818828681,0.8077221309979932
text,text_tweet_irony,arctic_embed_m_v2,1500,1052,224,224,2,0.4967,,HuggingFace (tweet_eval),0.5892857142857143,0.5848214285714286,0.6383928571428571,0.6160714285714286,0.6071428571428571,0.6075898907757314,0.6122937096388424,0.6991947699912302,0.6513991867974169,0.6540699992027424
text,text_tweet_irony,bge_large_en_v1_5,1500,1052,224,224,2,0.4967,,HuggingFace (tweet_eval),0.6116071428571429,0.5803571428571429,0.6205357142857143,0.6160714285714286,0.6116071428571429,0.6703739137367455,0.6403571713306226,0.6630790082117516,0.6774695049031333,0.6904249382125488
text,text_tweet_irony,bge_m3,1500,1052,224,224,2,0.4967,,HuggingFace (tweet_eval),0.59375,0.6339285714285714,0.6428571428571429,0.6160714285714286,0.6383928571428571,0.6429083951207845,0.6535916447420873,0.7176114167264609,0.7165351191899865,0.6981583353264769
text,text_tweet_irony,nomic_embed_v1_5,1500,1052,224,224,2,0.4967,,HuggingFace (tweet_eval),0.59375,0.6383928571428571,0.6160714285714286,0.5982142857142857,0.6294642857142857,0.6314278880650562,0.6968029976879534,0.6756756756756757,0.6514390496691382,0.6593318982699514
text,text_tweet_offensive,arctic_embed_m_v2,3000,1800,600,600,2,0.344,binary,HuggingFace (tweet_eval/offensive),0.6516666666666666,0.6833333333333333,0.7416666666666667,0.7266666666666667,0.7233333333333334,0.6391010792962397,0.6975506382139866,0.7564683849982752,0.7529261741658864,0.7162288699423389
text,text_tweet_offensive,bge_large_en_v1_5,3000,1800,600,600,2,0.344,binary,HuggingFace (tweet_eval/offensive),0.6816666666666666,0.6766666666666666,0.7416666666666667,0.7266666666666667,0.705,0.7223769158740327,0.7140604208762505,0.7814301907249519,0.7770624907594498,0.763158543196491
text,text_tweet_offensive,bge_m3,3000,1800,600,600,2,0.344,binary,HuggingFace (tweet_eval/offensive),0.665,0.69,0.7283333333333334,0.7416666666666667,0.7183333333333334,0.7082819969444581,0.7408087329357844,0.7800502685919868,0.794354639988172,0.7625917894633087
text,text_tweet_offensive,nomic_embed_v1_5,3000,1800,600,600,2,0.344,binary,HuggingFace (tweet_eval/offensive),0.6783333333333333,0.6833333333333333,0.755,0.7333333333333333,0.7183333333333334,0.6669828988221379,0.728611206939037,0.8004534029865458,0.789161450889557,0.7696762111280864
text,text_tweet_sentiment,arctic_embed_m_v2,1500,1052,224,224,3,0.1573,,HuggingFace (tweet_eval),0.5044642857142857,0.5446428571428571,0.5982142857142857,0.59375,0.5714285714285714,0.6345023204937944,0.7241032652842055,0.7491740836992308,0.7674516197750764,0.7291046015280985
text,text_tweet_sentiment,bge_large_en_v1_5,1500,1052,224,224,3,0.1573,,HuggingFace (tweet_eval),0.5178571428571429,0.5669642857142857,0.6205357142857143,0.5982142857142857,0.5892857142857143,0.6633405294849875,0.7482233666022219,0.8080987073524052,0.7976251652782788,0.7682183350834864
text,text_tweet_sentiment,bge_m3,1500,1052,224,224,3,0.1573,,HuggingFace (tweet_eval),0.5178571428571429,0.6116071428571429,0.6383928571428571,0.6383928571428571,0.5982142857142857,0.6799924857113452,0.7829599279336934,0.809316645375345,0.8066821931677642,0.7715528544388639
text,text_tweet_sentiment,nomic_embed_v1_5,1500,1052,224,224,3,0.1573,,HuggingFace (tweet_eval),0.5,0.5803571428571429,0.5982142857142857,0.65625,0.5892857142857143,0.6667554662717249,0.7474125256804022,0.777777248120195,0.789705805348464,0.7608354483108535
text,text_yelp_polarity,arctic_embed_m_v2,1500,1052,224,224,2,0.4727,,HuggingFace (yelp_polarity),0.875,0.9285714285714286,0.9464285714285714,0.9508928571428571,0.9285714285714286,0.9242884553885513,0.9815318196354332,0.9864886472657499,0.9869283658458586,0.9763351455068756
text,text_yelp_polarity,bge_large_en_v1_5,1500,1052,224,224,2,0.4727,,HuggingFace (yelp_polarity),0.8883928571428571,0.9241071428571429,0.9419642857142857,0.9419642857142857,0.9151785714285714,0.9504716981132075,0.9778541733290694,0.9928845538855133,0.9897665494083786,0.9874480332587143
text,text_yelp_polarity,bge_m3,1500,1052,224,224,2,0.4727,,HuggingFace (yelp_polarity),0.8973214285714286,0.9375,0.9419642857142857,0.9464285714285714,0.9330357142857143,0.9639031020147106,0.9810521266389511,0.9914454748960666,0.9866085705148704,0.9874480332587144
text,text_yelp_polarity,nomic_embed_v1_5,1500,1052,224,224,2,0.4727,,HuggingFace (yelp_polarity),0.9285714285714286,0.9464285714285714,0.9598214285714286,0.9732142857142857,0.9642857142857143,0.9783338663255516,0.9872081867604733,0.9963223536936361,0.9980412535976975,0.9948033258714423
timeseries,ts_chinatown,chronos_t5_small,363,217,73,73,2,0.2865,binary,UCR Archive (Chinatown) via AEON,0.9041095890410958,0.9178082191780822,0.9315068493150684,0.9041095890410958,0.7945205479452054,0.913003663003663,0.967948717948718,0.9615384615384616,0.9583333333333333,0.8827838827838828
timeseries,ts_chinatown,minirocket,363,217,73,73,2,0.2865,binary,UCR Archive (Chinatown) via AEON,0.9315068493150684,0.958904109589041,0.9452054794520548,0.958904109589041,0.958904109589041,0.9633699633699634,0.9963369963369964,0.9981684981684982,0.9926739926739927,0.9890109890109889
