domain,task,encoder,num_samples,train_size,val_size,test_size,num_classes,min_class_frac,task_type,source,knn_accuracy,linear_accuracy,mlp_accuracy,tabicl_zeroshot_accuracy,xgboost_accuracy,knn_auroc,linear_auroc,mlp_auroc,tabicl_zeroshot_auroc,xgboost_auroc
molecules,tdc_cav3_t-type_calcium_channels_butkiewicz,smiles_bert,6000,4000,1000,1000,2,0.0077,,Therapeutics Data Commons (HTS),0.995,0.994,0.995,0.995,0.995,0.4879396984924623,0.6076381909547739,0.6339698492462311,0.6484422110552763,0.6406030150753769
molecules,tdc_clintox,chemberta_77m_mtr,1478,1034,147,297,2,0.0758,,Therapeutics Data Commons (TOX),0.9090909090909091,0.9023569023569024,0.9158249158249159,0.9191919191919192,0.9158249158249159,0.5552503052503052,0.7754120879120879,0.6784951159951159,0.7027625152625153,0.6690323565323565
molecules,tdc_clintox,chemberta_v2,1478,1034,147,297,2,0.0758,,Therapeutics Data Commons (TOX),0.9191919191919192,0.9023569023569024,0.9158249158249159,0.9191919191919192,0.9124579124579124,0.5824175824175825,0.7415293040293041,0.6725427350427351,0.7157356532356531,0.725503663003663
molecules,tdc_clintox,chemberta_zinc_base,1478,1034,147,297,2,0.0758,,Therapeutics Data Commons (TOX),0.9225589225589226,0.8653198653198653,0.9259259259259259,0.9124579124579124,0.9158249158249159,0.6134004884004884,0.7349664224664225,0.7302350427350427,0.6662851037851037,0.6981837606837606
molecules,tdc_clintox,pubchem10m_bpe,1478,1034,147,297,2,0.0758,,Therapeutics Data Commons (TOX),0.9158249158249159,0.8888888888888888,0.9191919191919192,0.9225589225589226,0.9158249158249159,0.664072039072039,0.6969627594627594,0.6711691086691086,0.6192765567765567,0.6411782661782662
molecules,tdc_clintox,smiles_bert,1478,1034,147,297,2,0.0758,,Therapeutics Data Commons (TOX),0.9057239057239057,0.9023569023569024,0.9124579124579124,0.9057239057239057,0.9225589225589226,0.6663614163614164,0.7894536019536019,0.8280677655677656,0.8489010989010989,0.7845695970695971
molecules,tdc_cyp1a2_veith,chemberta_77m_mtr,6000,4000,1000,1000,2,0.464,,Therapeutics Data Commons (ADME),0.756,0.821,0.808,0.81,0.795,0.8312399246372869,0.8891040077442788,0.8988323579648868,0.9013384481841346,0.8893120152325484
molecules,tdc_cyp1a2_veith,chemberta_v2,6000,4000,1000,1000,2,0.464,,Therapeutics Data Commons (ADME),0.793,0.805,0.802,0.812,0.817,0.8654751571056558,0.878031609137929,0.8941561896228264,0.8995523838858199,0.8997963926701362
molecules,tdc_cyp1a2_veith,chemberta_zinc_base,6000,4000,1000,1000,2,0.464,,Therapeutics Data Commons (ADME),0.777,0.775,0.792,0.801,0.81,0.8678112412046834,0.8607109855954814,0.8828277818001448,0.8903920541139483,0.8929441459892556
molecules,tdc_cyp1a2_veith,pubchem10m_bpe,6000,4000,1000,1000,2,0.464,,Therapeutics Data Commons (ADME),0.787,0.821,0.827,0.825,0.816,0.8634390838070171,0.8890600061602217,0.9012804460960595,0.9112108035889293,0.9011964430719507
molecules,tdc_cyp1a2_veith,smiles_bert,6000,4000,1000,1000,2,0.464,,Therapeutics Data Commons (ADME),0.77,0.748,0.786,0.777,0.782,0.837604153749535,0.8344540403454525,0.8746194863015069,0.8659411738822598,0.8638510986395509
molecules,tdc_cyp2c19_veith,chemberta_77m_mtr,6000,4000,1000,1000,2,0.4512,,Therapeutics Data Commons (ADME),0.737,0.785,0.806,0.801,0.781,0.7983336735633287,0.866687881007561,0.8714070711801176,0.8776032598036272,0.8584102853528985
molecules,tdc_cyp2c19_veith,chemberta_v2,6000,4000,1000,1000,2,0.4512,,Therapeutics Data Commons (ADME),0.724,0.741,0.774,0.769,0.771,0.7928199462836878,0.8147027390515988,0.8577638483614924,0.833521460507303,0.8459598688713571
molecules,tdc_cyp2c19_veith,chemberta_zinc_base,6000,4000,1000,1000,2,0.4512,,Therapeutics Data Commons (ADME),0.707,0.733,0.745,0.751,0.75,0.7792948032870219,0.807529890205779,0.8273632975891704,0.8178348563629013,0.8309977544820298
molecules,tdc_cyp2c19_veith,pubchem10m_bpe,6000,4000,1000,1000,2,0.4512,,Therapeutics Data Commons (ADME),0.75,0.803,0.791,0.8,0.773,0.825506042084449,0.8660754670157026,0.8665998214793199,0.8771909811032257,0.8502167465206479
molecules,tdc_cyp2c19_veith,smiles_bert,6000,4000,1000,1000,2,0.4512,,Therapeutics Data Commons (ADME),0.722,0.734,0.745,0.758,0.757,0.7880287074062067,0.7970067765809687,0.8213392253163138,0.8232084889385224,0.8287202148652489
molecules,tdc_cyp2c9_substrate_carbonmangels,chemberta_77m_mtr,669,468,66,135,2,0.2108,,Therapeutics Data Commons (ADME),0.6962962962962963,0.6592592592592592,0.725925925925926,0.725925925925926,0.7037037037037037,0.6079761258817146,0.5729788388497016,0.582202930005426,0.6512479652740099,0.5973955507325013
molecules,tdc_cyp2c9_substrate_carbonmangels,chemberta_v2,669,468,66,135,2,0.2108,,Therapeutics Data Commons (ADME),0.6592592592592592,0.6592592592592592,0.6888888888888889,0.725925925925926,0.7111111111111111,0.6540965816603364,0.5911557243624525,0.6462289744981009,0.5885784047748236,0.5949538795442213
molecules,tdc_cyp2c9_substrate_carbonmangels,chemberta_zinc_base,669,468,66,135,2,0.2108,,Therapeutics Data Commons (ADME),0.6814814814814815,0.6592592592592592,0.7111111111111111,0.7185185185185186,0.6888888888888889,0.5860010851871948,0.532555615843733,0.584644601193706,0.6034997287032013,0.6427021161150299
molecules,tdc_cyp2c9_substrate_carbonmangels,pubchem10m_bpe,669,468,66,135,2,0.2108,,Therapeutics Data Commons (ADME),0.6888888888888889,0.6518518518518519,0.7333333333333333,0.7333333333333333,0.7481481481481481,0.6710526315789475,0.5746066196418883,0.6592512208355942,0.6710526315789473,0.6275094953879544
molecules,tdc_cyp2c9_substrate_carbonmangels,smiles_bert,669,468,66,135,2,0.2108,,Therapeutics Data Commons (ADME),0.7333333333333333,0.6518518518518519,0.7111111111111111,0.7111111111111111,0.7111111111111111,0.6901790558871406,0.5561584373304396,0.6218122626153011,0.6075691806836679,0.5946825827455237
molecules,tdc_cyp2c9_veith,chemberta_77m_mtr,6000,4000,1000,1000,2,0.345,,Therapeutics Data Commons (ADME),0.741,0.777,0.784,0.795,0.781,0.7954898569095815,0.8488637714074445,0.8528206550204886,0.8685205480657925,0.8500653612031743
molecules,tdc_cyp2c9_veith,chemberta_v2,6000,4000,1000,1000,2,0.345,,Therapeutics Data Commons (ADME),0.736,0.748,0.752,0.795,0.772,0.7729655500244279,0.8160599298412404,0.8292554104551517,0.8445437699989877,0.84074753850149
molecules,tdc_cyp2c9_veith,chemberta_zinc_base,6000,4000,1000,1000,2,0.345,,Therapeutics Data Commons (ADME),0.71,0.737,0.764,0.766,0.767,0.7517594707723185,0.802120607925211,0.826896245141924,0.8257320674826913,0.8287140348328998
molecules,tdc_cyp2c9_veith,pubchem10m_bpe,6000,4000,1000,1000,2,0.345,,Therapeutics Data Commons (ADME),0.742,0.774,0.793,0.785,0.793,0.7921645781891645,0.8302765417101308,0.8547484804070441,0.848672309297136,0.8592555424979864
molecules,tdc_cyp2c9_veith,smiles_bert,6000,4000,1000,1000,2,0.345,,Therapeutics Data Commons (ADME),0.72,0.737,0.744,0.744,0.751,0.7643805650553039,0.7847701794462124,0.8155097513633423,0.8188108222307316,0.8098407123270789
molecules,tdc_cyp2d6_substrate_carbonmangels,chemberta_77m_mtr,667,466,66,135,2,0.2864,,Therapeutics Data Commons (ADME),0.7407407407407407,0.6962962962962963,0.7555555555555555,0.7333333333333333,0.7333333333333333,0.7110717896865522,0.7263650151668353,0.785262891809909,0.7960060667340748,0.7872851365015168
molecules,tdc_cyp2d6_substrate_carbonmangels,chemberta_v2,667,466,66,135,2,0.2864,,Therapeutics Data Commons (ADME),0.7481481481481481,0.6666666666666666,0.6814814814814815,0.7333333333333333,0.6888888888888889,0.7891809908998988,0.6783367037411527,0.7625126390293226,0.7712335692618808,0.7513902932254802
molecules,tdc_cyp2d6_substrate_carbonmangels,chemberta_zinc_base,667,466,66,135,2,0.2864,,Therapeutics Data Commons (ADME),0.6962962962962963,0.6888888888888889,0.6888888888888889,0.725925925925926,0.7333333333333333,0.7137259858442871,0.637891809908999,0.7273761375126391,0.7512639029322549,0.7149898887765419
molecules,tdc_cyp2d6_substrate_carbonmangels,pubchem10m_bpe,667,466,66,135,2,0.2864,,Therapeutics Data Commons (ADME),0.762962962962963,0.7407407407407407,0.7703703703703704,0.7703703703703704,0.7703703703703704,0.7501263902932255,0.7175176946410514,0.8178715874620829,0.8239383215369059,0.8054853387259859
molecules,tdc_cyp2d6_substrate_carbonmangels,smiles_bert,667,466,66,135,2,0.2864,,Therapeutics Data Commons (ADME),0.762962962962963,0.7037037037037037,0.725925925925926,0.7333333333333333,0.7111111111111111,0.7553083923154702,0.7058897876643074,0.7827350859453993,0.7853892821031345,0.753412537917088
molecules,tdc_cyp2d6_veith,chemberta_77m_mtr,6000,4000,1000,1000,2,0.1928,,Therapeutics Data Commons (ADME),0.842,0.871,0.867,0.89,0.881,0.7537447931857104,0.821524988969406,0.8189599084647656,0.833086547162333,0.8302148535361467
molecules,tdc_cyp2d6_veith,chemberta_v2,6000,4000,1000,1000,2,0.1928,,Therapeutics Data Commons (ADME),0.835,0.815,0.855,0.856,0.864,0.7165997352657437,0.7398948541344161,0.8148505447991684,0.8109767497513443,0.8172211877145357
molecules,tdc_cyp2d6_veith,chemberta_zinc_base,6000,4000,1000,1000,2,0.1928,,Therapeutics Data Commons (ADME),0.845,0.819,0.863,0.86,0.847,0.7125240242598284,0.7446211832275145,0.7906505433034947,0.7943897277125913,0.7842789730703938
molecules,tdc_cyp2d6_veith,pubchem10m_bpe,6000,4000,1000,1000,2,0.1928,,Therapeutics Data Commons (ADME),0.863,0.866,0.871,0.878,0.863,0.741708358572828,0.8030085477755591,0.8214726403876786,0.8388710654432056,0.8325929748203321
molecules,tdc_cyp2d6_veith,smiles_bert,6000,4000,1000,1000,2,0.1928,,Therapeutics Data Commons (ADME),0.82,0.808,0.855,0.828,0.853,0.705584097996545,0.7212213671953873,0.7671834219520038,0.7488015913968845,0.7492951637388854
molecules,tdc_cyp3a4_substrate_carbonmangels,chemberta_77m_mtr,670,468,67,135,2,0.4701,,Therapeutics Data Commons (ADME),0.6148148148148148,0.5777777777777777,0.5851851851851851,0.5481481481481482,0.6444444444444445,0.6404837251356239,0.6080470162748643,0.582391500904159,0.6058996383363472,0.6445524412296564
molecules,tdc_cyp3a4_substrate_carbonmangels,chemberta_v2,670,468,67,135,2,0.4701,,Therapeutics Data Commons (ADME),0.5851851851851851,0.6222222222222222,0.6296296296296297,0.6592592592592592,0.6518518518518519,0.6424050632911393,0.6139240506329114,0.648508137432188,0.6155063291139242,0.639014466546112
molecules,tdc_cyp3a4_substrate_carbonmangels,chemberta_zinc_base,670,468,67,135,2,0.4701,,Therapeutics Data Commons (ADME),0.6296296296296297,0.6148148148148148,0.6518518518518519,0.6148148148148148,0.6444444444444445,0.6592450271247738,0.6329113924050633,0.6109855334538878,0.6170886075949367,0.648508137432188
molecules,tdc_cyp3a4_substrate_carbonmangels,pubchem10m_bpe,670,468,67,135,2,0.4701,,Therapeutics Data Commons (ADME),0.5925925925925926,0.562962962962963,0.5851851851851851,0.5925925925925926,0.6222222222222222,0.6517857142857143,0.588381555153707,0.6135849909584088,0.6400316455696202,0.6212703435804702
molecules,tdc_cyp3a4_substrate_carbonmangels,smiles_bert,670,468,67,135,2,0.4701,,Therapeutics Data Commons (ADME),0.6074074074074074,0.562962962962963,0.6222222222222222,0.6074074074074074,0.6296296296296297,0.6386754068716094,0.5901898734177216,0.6442133815551537,0.6373191681735985,0.6347197106690778
molecules,tdc_cyp3a4_veith,chemberta_77m_mtr,6000,4000,1000,1000,2,0.4078,,Therapeutics Data Commons (ADME),0.71,0.793,0.772,0.775,0.766,0.7864895330112721,0.8613365539452496,0.8449838969404186,0.8575603864734299,0.8354106280193236
molecules,tdc_cyp3a4_veith,chemberta_v2,6000,4000,1000,1000,2,0.4078,,Therapeutics Data Commons (ADME),0.723,0.724,0.759,0.739,0.741,0.8044806763285025,0.8154750402576489,0.8456884057971015,0.8294967793880837,0.8348470209339773
molecules,tdc_cyp3a4_veith,chemberta_zinc_base,6000,4000,1000,1000,2,0.4078,,Therapeutics Data Commons (ADME),0.701,0.726,0.736,0.733,0.747,0.7752395330112721,0.8096980676328502,0.8265942028985507,0.8128582930756845,0.8252254428341383
molecules,tdc_cyp3a4_veith,pubchem10m_bpe,6000,4000,1000,1000,2,0.4078,,Therapeutics Data Commons (ADME),0.734,0.765,0.805,0.79,0.786,0.8230797101449276,0.8493438003220612,0.8780273752012882,0.8769243156199678,0.8674154589371981
molecules,tdc_cyp3a4_veith,smiles_bert,6000,4000,1000,1000,2,0.4078,,Therapeutics Data Commons (ADME),0.7,0.723,0.737,0.722,0.701,0.7605515297906602,0.7743156199677939,0.8244041867954911,0.792950885668277,0.8011916264090176
molecules,tdc_dili,chemberta_77m_mtr,475,332,47,96,2,0.4968,,Therapeutics Data Commons (TOX),0.6354166666666666,0.6354166666666666,0.7395833333333334,0.7708333333333334,0.75,0.7195652173913044,0.7660869565217392,0.7834782608695652,0.8554347826086955,0.7513043478260869
molecules,tdc_dili,chemberta_v2,475,332,47,96,2,0.4968,,Therapeutics Data Commons (TOX),0.7708333333333334,0.6666666666666666,0.75,0.78125,0.78125,0.8665217391304347,0.7273913043478261,0.8126086956521739,0.848695652173913,0.8352173913043478
molecules,tdc_dili,chemberta_zinc_base,475,332,47,96,2,0.4968,,Therapeutics Data Commons (TOX),0.78125,0.7291666666666666,0.75,0.8020833333333334,0.8020833333333334,0.8571739130434783,0.7852173913043478,0.8352173913043477,0.865,0.8421739130434782
molecules,tdc_dili,pubchem10m_bpe,475,332,47,96,2,0.4968,,Therapeutics Data Commons (TOX),0.78125,0.7291666666666666,0.78125,0.8854166666666666,0.8645833333333334,0.8869565217391305,0.8091304347826087,0.8869565217391304,0.9228260869565217,0.9065217391304348
molecules,tdc_dili,smiles_bert,475,332,47,96,2,0.4968,,Therapeutics Data Commons (TOX),0.625,0.6666666666666666,0.6666666666666666,0.78125,0.71875,0.7291304347826086,0.726086956521739,0.7982608695652175,0.857391304347826,0.7717391304347826
molecules,tdc_herg,chemberta_77m_mtr,655,458,65,132,2,0.3115,,Therapeutics Data Commons (TOX),0.7651515151515151,0.7878787878787878,0.803030303030303,0.7727272727272727,0.7727272727272727,0.7746686303387335,0.7256259204712813,0.8346097201767304,0.791899852724595,0.8020618556701032
molecules,tdc_herg,chemberta_v2,655,458,65,132,2,0.3115,,Therapeutics Data Commons (TOX),0.803030303030303,0.8257575757575758,0.803030303030303,0.803030303030303,0.8181818181818182,0.762739322533137,0.789101620029455,0.7624447717231222,0.8001472754050074,0.8410898379970545
molecules,tdc_herg,chemberta_zinc_base,655,458,65,132,2,0.3115,,Therapeutics Data Commons (TOX),0.7954545454545454,0.7727272727272727,0.7954545454545454,0.803030303030303,0.7803030303030303,0.7256259204712813,0.7808541973490427,0.7783505154639175,0.8390279823269514,0.795139911634757
molecules,tdc_herg,pubchem10m_bpe,655,458,65,132,2,0.3115,,Therapeutics Data Commons (TOX),0.8106060606060606,0.75,0.7954545454545454,0.7803030303030303,0.7878787878787878,0.711340206185567,0.7653902798232696,0.7552282768777614,0.7693667157584683,0.7460972017673049
molecules,tdc_herg,smiles_bert,655,458,65,132,2,0.3115,,Therapeutics Data Commons (TOX),0.7196969696969697,0.7575757575757576,0.7575757575757576,0.7575757575757576,0.7348484848484849,0.6500736377025037,0.7681885125184095,0.6877761413843888,0.7085419734904271,0.7382916053019146
molecules,tdc_hia_hou,chemberta_77m_mtr,578,404,57,117,2,0.1349,,Therapeutics Data Commons (ADME),0.8888888888888888,0.8888888888888888,0.9230769230769231,0.8974358974358975,0.8632478632478633,0.9193415637860083,0.9456790123456791,0.9432098765432099,0.9615226337448559,0.9477366255144033
molecules,tdc_hia_hou,chemberta_v2,578,404,57,117,2,0.1349,,Therapeutics Data Commons (ADME),0.8888888888888888,0.9145299145299145,0.9487179487179487,0.8974358974358975,0.8632478632478633,0.9532921810699588,0.9539094650205762,0.9551440329218106,0.9522633744855967,0.937037037037037
molecules,tdc_hia_hou,chemberta_zinc_base,578,404,57,117,2,0.1349,,Therapeutics Data Commons (ADME),0.8974358974358975,0.8974358974358975,0.8974358974358975,0.8717948717948718,0.8632478632478633,0.9030864197530865,0.91440329218107,0.928395061728395,0.9275720164609054,0.8748971193415638
molecules,tdc_hia_hou,pubchem10m_bpe,578,404,57,117,2,0.1349,,Therapeutics Data Commons (ADME),0.8803418803418803,0.9145299145299145,0.9316239316239316,0.9401709401709402,0.9145299145299145,0.946090534979424,0.9683127572016461,0.9761316872427983,0.9691358024691358,0.9604938271604939
molecules,tdc_hia_hou,smiles_bert,578,404,57,117,2,0.1349,,Therapeutics Data Commons (ADME),0.9316239316239316,0.9572649572649573,0.9487179487179487,0.9487179487179487,0.9230769230769231,0.9728395061728394,0.9728395061728395,0.9827160493827161,0.9748971193415638,0.9843621399176955
molecules,tdc_hiv,chemberta_77m_mtr,6000,4000,1000,1000,2,0.0208,,Therapeutics Data Commons (HTS),0.978,0.955,0.982,0.982,0.983,0.5158806802940071,0.7710714094103761,0.5872096142496915,0.610306346907023,0.5624765277107141
molecules,tdc_hiv,chemberta_v2,6000,4000,1000,1000,2,0.0208,,Therapeutics Data Commons (HTS),0.98,0.974,0.982,0.982,0.982,0.6278770320296153,0.6853908471484521,0.6890927624872578,0.7375663930468372,0.6434894575889265
molecules,tdc_hiv,chemberta_zinc_base,6000,4000,1000,1000,2,0.0208,,Therapeutics Data Commons (HTS),0.98,0.969,0.981,0.981,0.982,0.6983207253608026,0.6883953001770482,0.5895702559150169,0.6553463168624928,0.6751971672300016
molecules,tdc_hiv,pubchem10m_bpe,6000,4000,1000,1000,2,0.0208,,Therapeutics Data Commons (HTS),0.977,0.958,0.982,0.982,0.983,0.6381243628950051,0.7542786630184023,0.5909115295884972,0.6393851601480767,0.7105531412629434
molecules,tdc_hiv,smiles_bert,6000,4000,1000,1000,2,0.0208,,Therapeutics Data Commons (HTS),0.978,0.975,0.981,0.982,0.981,0.6203390739846558,0.5339342239390525,0.6644669778421589,0.5766940286496056,0.6285208433928858
molecules,tdc_kcnq2_potassium_channel_butkiewicz,chemberta_77m_mtr,6000,4000,1000,1000,2,0.0003,,Therapeutics Data Commons (HTS),,,,,,,,,,
molecules,tdc_kcnq2_potassium_channel_butkiewicz,chemberta_v2,6000,4000,1000,1000,2,0.0003,,Therapeutics Data Commons (HTS),,,,,,,,,,
molecules,tdc_kcnq2_potassium_channel_butkiewicz,chemberta_zinc_base,6000,4000,1000,1000,2,0.0003,,Therapeutics Data Commons (HTS),,,,,,,,,,
molecules,tdc_kcnq2_potassium_channel_butkiewicz,pubchem10m_bpe,6000,4000,1000,1000,2,0.0003,,Therapeutics Data Commons (HTS),,,,,,,,,,
molecules,tdc_kcnq2_potassium_channel_butkiewicz,smiles_bert,6000,4000,1000,1000,2,0.0003,,Therapeutics Data Commons (HTS),,,,,,,,,,
molecules,tdc_pampa_ncats,chemberta_77m_mtr,2034,1423,203,408,2,0.145,,Therapeutics Data Commons (ADME),0.8627450980392157,0.8382352941176471,0.8529411764705882,0.8676470588235294,0.8676470588235294,0.6528199845480299,0.7025495750708216,0.7181045583311872,0.7575585887200619,0.7317537986093227
molecules,tdc_pampa_ncats,chemberta_v2,2034,1423,203,408,2,0.145,,Therapeutics Data Commons (ADME),0.8357843137254902,0.8235294117647058,0.8578431372549019,0.8357843137254902,0.8651960784313726,0.6643059490084986,0.6764357455575586,0.6312129796549061,0.6628895184135978,0.6355910378573268
molecules,tdc_pampa_ncats,chemberta_zinc_base,2034,1423,203,408,2,0.145,,Therapeutics Data Commons (ADME),0.8627450980392157,0.8137254901960784,0.8578431372549019,0.8651960784313726,0.8700980392156863,0.6706155034766933,0.6263713623486995,0.6548029873808912,0.6957764614988412,0.6940509915014165
molecules,tdc_pampa_ncats,pubchem10m_bpe,2034,1423,203,408,2,0.145,,Therapeutics Data Commons (ADME),0.8308823529411765,0.8480392156862745,0.8553921568627451,0.8602941176470589,0.8578431372549019,0.6659541591552923,0.7057944887973217,0.7331959824877673,0.75148081380376,0.7002832861189803
molecules,tdc_pampa_ncats,smiles_bert,2034,1423,203,408,2,0.145,,Therapeutics Data Commons (ADME),0.8627450980392157,0.8284313725490197,0.8651960784313726,0.8725490196078431,0.8529411764705882,0.6524336852948751,0.670048931238733,0.7229461756373938,0.7321658511460212,0.716198815348957
molecules,tdc_pgp_broccatelli,chemberta_77m_mtr,1218,852,121,245,2,0.4663,,Therapeutics Data Commons (ADME),0.8530612244897959,0.7551020408163265,0.8489795918367347,0.8489795918367347,0.8163265306122449,0.9051252999200214,0.8381764862703279,0.9232204745401227,0.9360170621167689,0.9131564916022396
molecules,tdc_pgp_broccatelli,chemberta_v2,1218,852,121,245,2,0.4663,,Therapeutics Data Commons (ADME),0.8,0.746938775510204,0.7673469387755102,0.8163265306122449,0.8244897959183674,0.8735670487869901,0.8545054652092775,0.8802319381498266,0.8942615302585977,0.8946947480671821
molecules,tdc_pgp_broccatelli,chemberta_zinc_base,1218,852,121,245,2,0.4663,,Therapeutics Data Commons (ADME),0.7877551020408163,0.8244897959183674,0.8,0.7551020408163265,0.7795918367346939,0.8826312983204478,0.8750333244468143,0.8855638496400959,0.8857304718741669,0.8877632631298321
molecules,tdc_pgp_broccatelli,pubchem10m_bpe,1218,852,121,245,2,0.4663,,Therapeutics Data Commons (ADME),0.8775510204081632,0.8285714285714286,0.8734693877551021,0.8857142857142857,0.8367346938775511,0.9284857371367636,0.899226872833911,0.9291522260730471,0.9418155158624367,0.9210877099440149
molecules,tdc_pgp_broccatelli,smiles_bert,1218,852,121,245,2,0.4663,,Therapeutics Data Commons (ADME),0.8571428571428571,0.7142857142857143,0.7714285714285715,0.7836734693877551,0.7836734693877551,0.8790989069581445,0.817981871500933,0.8603705678485737,0.8793655025326581,0.8693015195947748
molecules,tdc_sarscov2_3clpro_diamond,chemberta_77m_mtr,880,616,88,176,2,0.0886,,Therapeutics Data Commons (HTS),0.8636363636363636,0.8579545454545454,0.8863636363636364,0.8920454545454546,0.8806818181818182,0.6772657450076804,0.7637480798771121,0.6187403993855606,0.6708141321044546,0.7041474654377882
molecules,tdc_sarscov2_3clpro_diamond,chemberta_v2,880,616,88,176,2,0.0886,,Therapeutics Data Commons (HTS),0.8806818181818182,0.8522727272727273,0.8806818181818182,0.8863636363636364,0.8863636363636364,0.7013824884792625,0.6961597542242703,0.7274961597542243,0.7142857142857143,0.6715821812596007
molecules,tdc_sarscov2_3clpro_diamond,chemberta_zinc_base,880,616,88,176,2,0.0886,,Therapeutics Data Commons (HTS),0.8352272727272727,0.875,0.8920454545454546,0.8863636363636364,0.8806818181818182,0.64715821812596,0.6725038402457756,0.6890937019969278,0.6391705069124423,0.6030721966205836
molecules,tdc_sarscov2_3clpro_diamond,pubchem10m_bpe,880,616,88,176,2,0.0886,,Therapeutics Data Commons (HTS),0.8693181818181818,0.8579545454545454,0.8863636363636364,0.8977272727272727,0.8977272727272727,0.6694316436251919,0.7637480798771121,0.717357910906298,0.7110599078341014,0.7271889400921658
molecules,tdc_sarscov2_3clpro_diamond,smiles_bert,880,616,88,176,2,0.0886,,Therapeutics Data Commons (HTS),0.8636363636363636,0.8806818181818182,0.8863636363636364,0.8863636363636364,0.875,0.7285714285714286,0.7394777265745007,0.7474654377880184,0.7254992319508449,0.7539170506912442
molecules,tdc_skin_reaction,chemberta_77m_mtr,404,282,40,82,2,0.3218,,Therapeutics Data Commons (TOX),0.5365853658536586,0.5365853658536586,0.6463414634146342,0.6097560975609756,0.5975609756097561,0.5860182370820669,0.6036474164133738,0.6504559270516718,0.6179331306990882,0.6382978723404256
molecules,tdc_skin_reaction,chemberta_v2,404,282,40,82,2,0.3218,,Therapeutics Data Commons (TOX),0.6341463414634146,0.5609756097560976,0.6585365853658537,0.6707317073170732,0.6707317073170732,0.6142857142857142,0.5714285714285715,0.6401215805471124,0.6237082066869301,0.641337386018237
molecules,tdc_skin_reaction,chemberta_zinc_base,404,282,40,82,2,0.3218,,Therapeutics Data Commons (TOX),0.6707317073170732,0.5487804878048781,0.6463414634146342,0.5975609756097561,0.5853658536585366,0.7130699088145898,0.5057750759878419,0.6370820668693008,0.6252279635258359,0.6243161094224924
molecules,tdc_skin_reaction,pubchem10m_bpe,404,282,40,82,2,0.3218,,Therapeutics Data Commons (TOX),0.5365853658536586,0.6585365853658537,0.6097560975609756,0.6463414634146342,0.6707317073170732,0.5954407294832826,0.6942249240121581,0.6261398176291794,0.7240121580547113,0.6437689969604864
molecules,tdc_skin_reaction,smiles_bert,404,282,40,82,2,0.3218,,Therapeutics Data Commons (TOX),0.6829268292682927,0.5487804878048781,0.6097560975609756,0.5975609756097561,0.5853658536585366,0.6808510638297872,0.5623100303951368,0.688145896656535,0.6009118541033435,0.6838905775075986
proteins,prot_allergenic,ankh_base,5680,3408,1136,1136,2,0.5,binary,HuggingFace (LrZhang/Protein_allergenic),0.891725352112676,0.9049295774647887,0.914612676056338,0.9242957746478874,0.920774647887324,0.9548080737948819,0.9599626810156716,0.9718464838325729,0.9725903838524101,0.9726306784368182
proteins,prot_allergenic,esm2_150m,5680,3408,1136,1136,2,0.5,binary,HuggingFace (LrZhang/Protein_allergenic),0.9137323943661971,0.9022887323943662,0.9216549295774648,0.9251760563380281,0.9216549295774648,0.9589181214044833,0.9577929726244793,0.9710064967268398,0.9773621925213252,0.974028590557429
proteins,prot_allergenic,esm2_650m,5680,3408,1136,1136,2,0.5,binary,HuggingFace (LrZhang/Protein_allergenic),0.9234154929577465,0.9084507042253521,0.9278169014084507,0.9313380281690141,0.9172535211267606,0.9711645754810554,0.9621323894068636,0.9764772614560603,0.9804478278119421,0.9748623784963302
proteins,prot_allergenic,prot_bert,5680,3408,1136,1136,2,0.5,binary,HuggingFace (LrZhang/Protein_allergenic),0.9102112676056338,0.9119718309859155,0.9242957746478874,0.9225352112676056,0.9242957746478874,0.9580037442967666,0.9583292005554455,0.9727763588573695,0.9726647738543939,0.9723145209283871
proteins,prot_anticancer_peptide,ankh_base,949,569,190,190,4,0.019,multiclass,HuggingFace (gelabgaboo/Anticancer-peptide),0.8421052631578947,0.8947368421052632,0.8789473684210526,0.8842105263157894,0.8421052631578947,0.8541428472071961,0.933841538901425,0.9233866714578632,0.9567436130258724,0.9464943973911162
proteins,prot_anticancer_peptide,esm2_150m,949,569,190,190,4,0.019,multiclass,HuggingFace (gelabgaboo/Anticancer-peptide),0.8789473684210526,0.8789473684210526,0.8789473684210526,0.8736842105263158,0.8631578947368421,0.859612184837151,0.9238095563764129,0.8921318970047293,0.9627187979763635,0.9407609927050169
proteins,prot_anticancer_peptide,esm2_650m,949,569,190,190,4,0.019,multiclass,HuggingFace (gelabgaboo/Anticancer-peptide),0.8842105263157894,0.868421052631579,0.8789473684210526,0.8631578947368421,0.8368421052631579,0.8880029494193894,0.8564050647584309,0.8702559477811094,0.9343627734330727,0.9311557563908379
proteins,prot_anticancer_peptide,prot_bert,949,569,190,190,4,0.019,multiclass,HuggingFace (gelabgaboo/Anticancer-peptide),0.8947368421052632,0.8736842105263158,0.9,0.8894736842105263,0.8842105263157894,0.8179605550575458,0.8778109306255344,0.8552260066664605,0.9377119112752825,0.9372647895994971
proteins,prot_cloning_stage,ankh_base,8000,4800,1600,1600,2,0.3944,binary,HuggingFace (proteinglm/cloning_clf),0.65125,0.65125,0.696875,0.719375,0.703125,0.6813287997657985,0.7078449362896381,0.7481449498641729,0.7597070190157972,0.7571057783360238
